agent_name,branch,iata_no,dipc,institution,inv_type,status
UNIVERSAL TVL AGCY,NYCSM,07907491,IP,ARC,P,A
AZUMANO TRAVEL,LAXSM,06512170,IP,ARC,P,A
SONNENSCHEIN,LAXSM,05977672,IP,ARC,P,A
QDAT,LAXSM,05978766,IP,ARC,P,A
ESPRIT TOURS,NYCSM,08520072,IP,ARC,P,A
PEGASUS TRAVEL,LAXSM,06802806,IP,ARC,P,A
SMITH CORONA TRAVEL,NYCSM,07977126,IP,ARC,P,A
CARLSON TRAVEL NETWORK,LAXSM,06626325,IP,ARC,P,A
ADVENTURE AWAITING TVL,LAXSM,06504315,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,LAXSM,05978523,IP,ARC,P,A
TROMBLEY SYDNEY TVL,NYCSM,07554013,IP,ARC,P,A
FORESIGHT TVL SVC,LAXSM,05973424,IP,ARC,P,A
RAYS TRAVEL NUMBER 2,LAXSM,06821846,IP,ARC,P,A
ROZYCKI TRAVEL AGENCY,NYCSM,07835800,IP,ARC,P,A
TREK TOURS,NYCSM,07863914,IP,ARC,P,A
VOYAGEURS INTL TVL,LAXSM,06925590,IP,ARC,P,A
USTS MCKENNA TRAVEL,NYCSM,07759161,IP,ARC,P,A
LIFECO TVL SVCS,LAXSM,06516624,IP,ARC,P,A
GLOBAL ADVANTAGE,LAXSM,06639640,IP,ARC,P,A
HERITAGE TRAVEL,NYCSM,07690933,IP,ARC,P,A
ABC TRAVEL,LAXSM,06501331,IP,ARC,P,A
WORTH TRAVELING,NYCSM,07946352,IP,ARC,P,A
ENCORE INTERNATIONAL,NYCSM,07596610,IP,ARC,P,A
USTS CONNECTICUT TVL SVC,NYCSM,07979296,IP,ARC,P,A
BRANFORD TRAVEL,NYCSM,07597833,IP,ARC,P,A
PROFESSIONAL TRAVEL,LAXSM,06562054,IP,ARC,P,A
FIRST CALIBRE TVL,LAXSM,05979256,IP,ARC,P,A
THE TRAVEL GROUP,LAXSM,06755431,IP,ARC,P,A
GM TRAVEL,LAXSM,06630562,IP,ARC,P,A
OMNI SAN DIEGO HOTEL,LAXSM,05976165,IP,ARC,P,A
UNIGLOBE SELECT TRAVEL,LAXSM,06528513,IP,ARC,P,A
COPAN TRAVEL,LAXSM,06930280,IP,ARC,P,A
ASSOCIATED TVL SVC,LAXSM,05974780,IP,ARC,P,A
LIBERTY TRAVEL,NYCSM,08507380,IP,ARC,P,A
TRAVEL CONCEPTS SAN DIEGO,LAXSM,05977171,IP,ARC,P,A
USTS ENFIELD,NYCSM,07548181,IP,ARC,P,A
LIFECO TRAVEL SERVICES,LAXSM,05973531,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,LAXSM,05974872,IP,ARC,P,A
LIBERTY TRAVEL,NYCSM,07741871,IP,ARC,P,A
WAGONS LITS TVL USA,NYCSM,07675032,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,NYCSM,07861534,IP,ARC,P,A
BCD TRAVEL,NYCSM,07644733,IP,ARC,P,A
PNHKG TRAFFIC PART,PNHSM,06391361,IP,NA,D,A
TVLWLD OF NEW CANAAN,NYCSM,07928130,IP,ARC,P,A
ADELMAN TRAVEL SYSTEMS,NYCSM,07978434,IP,ARC,P,A
CREATIVE TRAVEL,NYCSM,07547142,IP,ARC,P,A
USTS TVLRAMA ASYLUM AVE,NYCSM,07890816,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,LAXSM,05973494,IP,ARC,P,A
QDAT,LAXSM,05972186,IP,ARC,P,A
RELIABLE TVL INTL,LAXSM,05971221,IP,ARC,P,A
ROSENBLUTH INTL,LAXSM,05976401,IP,ARC,P,A
GREENWOOD TRAVEL CENTER,LAXSM,06595142,IP,ARC,P,A
ROSENBLUTH TRAVEL AGENCY,NYCSM,07974945,IP,ARC,P,A
EXECUTIVE TRAVEL SERVICES,NYCSM,07670865,IP,ARC,P,A
FLEET TVL AGENCY,NYCSM,07564270,IP,ARC,P,A
EMPIRE TRAVEL,NYCSM,07640150,IP,ARC,P,A
ROSENBLUTH TVL AGENCY,LAXSM,05976364,IP,ARC,P,A
STONY HILL TRAVEL,NYCSM,07863962,IP,ARC,P,A
SPECIALTY TRS & TVL,LAXSM,06600646,IP,ARC,P,A
TRANQUILITY TRAVEL,NYCSM,08756775,IP,ARC,P,A
DESTINATION TRAVEL,LAXSM,06626815,IP,ARC,P,A
USTS TRAVELRAMA MARRIOTT,NYCSM,07512400,IP,ARC,P,A
ROSENBLUTH TVL AGENCY,LAXSM,05974614,IP,ARC,P,A
ARCADE TRAVEL,LAXSM,06532072,IP,ARC,P,A
QDAT,LAXSM,05973122,IP,ARC,P,A
A & G TRAVEL,NYCSM,07691552,IP,ARC,P,A
SUNBELT TVL LOS ANGELES,LAXSM,05977484,IP,ARC,P,A
GO GO TOURS,NYCSM,07882066,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,NYCSM,07975881,IP,ARC,P,A
THE JOURNEY SHOPPE,LAXSM,06635440,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,LAXSM,06516086,IP,ARC,P,A
CWT COMPASS TRAVEL,NYCSM,07676616,IP,ARC,P,A
PIONEER TRAVEL,LAXSM,06593366,IP,ARC,P,A
COLUMBINE TRAVEL,LAXSM,06810510,IP,ARC,P,A
ASSOC TVL SVCS,LAXSM,05972783,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,NYCSM,07504571,IP,ARC,P,A
EMPRESS TRAVEL,NYCSM,07546836,IP,ARC,P,A
DURACELL,NYCSM,07964401,IP,ARC,P,A
BUCK CREEK RESERVATIONS,LAXSM,06970364,IP,ARC,P,A
ENGLEWOOD TRAVEL,LAXSM,06529924,IP,ARC,P,A
TURNPIKE TRAVEL,NYCSM,07853425,IP,ARC,P,A
GLOBAL TVL OF FAIRFIELD,NYCSM,07652293,IP,ARC,P,A
MARITIMA CAIN TRAVEL,LAXSM,06505391,IP,ARC,P,A
ITS A SMALL WORLD TRAVEL,LAXSM,05972890,IP,ARC,P,A
HOTELETICKET,NYCSM,07972683,IP,ARC,P,A
FLY AWAY TRAVEL,NYCSM,07663401,IP,ARC,P,A
THUNDERBIRD TRAVEL,LAXSM,06873930,IP,ARC,P,A
ROSENBLUTH INTERNATIONAL,LAXSM,06964075,IP,ARC,P,A
WORLDTRAVEL PARTNERS,NYCSM,07749081,IP,ARC,P,A
SUN VENTURE TRAVEL,LAXSM,05974220,IP,ARC,P,A
NATIONAL AIRMOTIVE,LAXSM,05977963,IP,ARC,P,A
GULLIVERS TRAVELS,NYCSM,07878636,IP,ARC,P,A
VANTAGE TVL SVCS,NYCSM,07537821,IP,ARC,P,A
CAL MART TRAVEL SVC,LAXSM,05979142,IP,ARC,P,A
GEORGETOWN TRAVEL,NYCSM,07666831,IP,ARC,P,A
TRAVEL BUG,LAXSM,06884776,IP,ARC,P,A
TRAVEL CONNECTION,LAXSM,06527861,IP,ARC,P,A
PINO TRAVEL,NYCSM,07845924,IP,ARC,P,A
GRAY TVL INTERNATIONAL,LAXSM,06754742,IP,ARC,P,A
GOING PLACES,LAXSM,05971696,IP,ARC,P,A
ROSENBLUTH TVL AGCY,LAXSM,06970272,IP,ARC,P,A
RTA TRAVEL,LAXSM,06684753,IP,ARC,P,A
TAOKG AIRPORT TKTG COUNTER,TAOSM,08392226,IP,NA,D,A
A & A WORLDWIDE TRAVEL,NYCSM,07664790,IP,ARC,P,A
NATL RENEWABLE,LAXSM,06977924,IP,ARC,P,A
RELIABLE TVL INTL,LAXSM,05976526,IP,ARC,P,A
ANCHOR TRAVEL,NYCSM,07788443,IP,ARC,P,A
TRIPS N TRAVEL,NYCSM,07898800,IP,ARC,P,A
N & N TRAVEL MCCLELLAN,LAXSM,05972643,IP,ARC,P,A
TAG A LONG TRAVEL,NYCSM,07679114,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,LAXSM,06500410,IP,ARC,P,A
LIBERTY TRAVEL,NYCSM,07545613,IP,ARC,P,A
FAR AND AWAY TRAVEL,LAXSM,06540892,IP,ARC,P,A
DANIELSON TRAVEL,NYCSM,07619113,IP,ARC,P,A
WORLDWIDE TRAVEL,LAXSM,06767530,IP,ARC,P,A
TRAVEL INTERNATIONAL,NYCSM,07814155,IP,ARC,P,A
TRAVEL SYSTEMS,NYCSM,07780430,IP,ARC,P,A
SEABREEZE TRAVEL,LAXSM,06546293,IP,ARC,P,A
LANTIERI TVL AGCY,NYCSM,07733110,IP,ARC,P,A
MMC TRAVEL,NYCSM,07563566,IP,ARC,P,A
WAGON LITS TVL USA,NYCSM,08979401,IP,ARC,P,A
ROSENBLUTH TVL AGCY,LAXSM,07513984,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,LAXSM,06976314,IP,ARC,P,A
PETRUZELO TVL AGCY,NYCSM,07893406,IP,ARC,P,A
AMEXONE,LAXSM,05978696,IP,ARC,P,A
RELIABLE TVL INTL,LAXSM,05974161,IP,ARC,P,A
CWT HOLTON TRAVEL,NYCSM,07696765,IP,ARC,P,A
BRIDGE CREEK TRAVEL,LAXSM,06573490,IP,ARC,P,A
TRAVEL NETWORK LOVELAND,LAXSM,06510674,IP,ARC,P,A
G A TRAVEL,NYCSM,07664392,IP,ARC,P,A
COLORADO SPGS GLOBE TVL,LAXSM,06671361,IP,ARC,P,A
ABEYTAS WRLDWDE TVL & TRS,LAXSM,06945886,IP,ARC,P,A
GLOBE TVL SVC OF AVON,NYCSM,07671602,IP,ARC,P,A
THE TRAVEL SHOPPE,NYCSM,07875210,IP,ARC,P,A
VHA TRAVEL,NYCSM,07979425,IP,ARC,P,A
NAVIGANT INTL ROCKY MTN,LAXSM,06545114,IP,ARC,P,A
DESTINATION TRAVEL,LAXSM,06778752,IP,ARC,P,A
THOMAS COOK TRAVEL,LAXSM,05979886,IP,ARC,P,A
JEN EL TRAVEL,NYCSM,07526746,IP,ARC,P,A
NEW HORIZONS TRAVEL,LAXSM,06618323,IP,ARC,P,A
BTI AMERICAS,LAXSM,06975080,IP,ARC,P,A
TRAVEL PLUS INTERNATIONAL,LAXSM,06694940,IP,ARC,P,A
TAYLOR & DUNN TRAVEL,LAXSM,06870640,IP,ARC,P,A
ACADEMY ELITE TRAVEL,LAXSM,06547822,IP,ARC,P,A
ASK MR FOSTER TRAVEL SER,LAXSM,05978663,IP,ARC,P,A
PARADISE TRAVEL II,LAXSM,06647454,IP,ARC,P,A
SAPONARE TRAVEL,NYCSM,07624982,IP,ARC,P,A
OHINA AVATION INTL TRAVEL AGENCY,BJSSM,08800606,IP,BSP,P,A
SEAGATE ADVANCED TRVL GRP,LAXSM,05976736,IP,ARC,P,A
MCCORD GROUP,LAXSM,05978173,IP,ARC,P,A
EXECUTIVE TRAVEL,NYCSM,07645982,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,NYCSM,07518862,IP,ARC,P,A
HRG NORTH AMERICA,NYCSM,07972425,IP,ARC,P,A
ADELMAN TVL SYS,LAXSM,05975966,IP,ARC,P,A
THOMAS COOK TRAVEL,NYCSM,07974153,IP,ARC,P,A
TRAVEL PLUS,LAXSM,06820030,IP,ARC,P,A
DS WORLD TRAVEL,LAXSM,06617726,IP,ARC,P,A
CORPORATE TRAVEL SVCS,LAXSM,06925936,IP,ARC,P,A
ASSOCIATION TRAVEL,LAXSM,06816806,IP,ARC,P,A
VTS TRAVEL,LAXSM,05977366,IP,ARC,P,A
LIFECO TVL SVCS HP LOGIC,LAXSM,06973680,IP,ARC,P,A
RIFKIN TRAVEL,NYCSM,07971482,IP,ARC,P,A
KAPLANS TRAVEL BUREAU,NYCSM,07718362,IP,ARC,P,A
AAA TRAVEL AGENCY,NYCSM,08853714,IP,ARC,P,A
BTI AMERICAS,NYCSM,07967212,IP,ARC,P,A
CAIN TVL OF WESTMINSTER,LAXSM,06832571,IP,ARC,P,A
TIANZHIYOU,BJSSM,08312102,IP,BSP,P,A
LUGO TRAVEL AGENCY,NYCSM,07623162,IP,ARC,P,A
MARITZ TRAVEL,LAXSM,05976445,IP,ARC,P,A
MCDONNELL DOUGLAS TVL,LAXSM,05976795,IP,ARC,P,A
HOY & ECKDALL TOURS,LAXSM,06976255,IP,ARC,P,A
BTI AMERICAS,NYCSM,07969231,IP,ARC,P,A
TSNKG AIRPORT TKTG COUNTER,TSNSM,08391320,IP,NA,D,A
TRAVELPLANNERS,NYCSM,07893395,IP,ARC,P,A
TURN KEY TRAVEL,LAXSM,06724093,IP,ARC,P,A
UNIGLOBE STERLING TRAVEL,LAXSM,06862656,IP,ARC,P,A
CAPITAL TRAVEL DENVER,LAXSM,06749164,IP,ARC,P,A
GOODCHILD BARTLETT LLC,NYCSM,07674122,IP,ARC,P,A
CMCR TRAVEL,LAXSM,06598071,IP,ARC,P,A
PLAZA TRAVEL CENTER,NYCSM,07800122,IP,ARC,P,A
LIFECO TVL SVC FT COLLINS,LAXSM,06508946,IP,ARC,P,A
FOUR SEASONS TRAVEL,NYCSM,07780360,IP,ARC,P,A
TRAVEL BUREAU,NYCSM,07885592,IP,ARC,P,A
TCA,NYCSM,07580064,IP,ARC,P,A
MASHANTUCKET TVL OFFICE,NYCSM,07500463,IP,ARC,P,A
PROFESSIONAL TRAVEL,LAXSM,06530845,IP,ARC,P,A
CHARLIE B TRAVELS,NYCSM,08512803,IP,ARC,P,A
CARLSON WAGONLIT DENVER,LAXSM,06517626,IP,ARC,P,A
COLORADO MT EXPRESS,LAXSM,06562743,IP,ARC,P,A
SHORTS TRAVEL MANAGEMENT,LAXSM,06641353,IP,ARC,P,A
NORWALK TRAVEL AGCY,NYCSM,07785540,IP,ARC,P,A
BCD TRAVEL,LAXSM,06599622,IP,ARC,P,A
ASK MR FOSTER TRAVEL SVC,LAXSM,05975104,IP,ARC,P,A
ROYAL COACH TVL SVC,LAXSM,06835301,IP,ARC,P,A
WORLDTRAVEL BTI,LAXSM,05977506,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,LAXSM,06546971,IP,ARC,P,A
THE VACATION PLACE,NYCSM,07608145,IP,ARC,P,A
R M KINIRY TRAVEL,NYCSM,07920802,IP,ARC,P,A
QSA TRAVEL,LAXSM,05972304,IP,ARC,P,A
SAIC CALABASAS,LAXSM,05979691,IP,ARC,P,A
THE SPIRIT OF TRAVEL,LAXSM,06880683,IP,ARC,P,A
AMERICAN EXPRESS,NYCSM,07974761,IP,ARC,P,A
FROSCH TRAVEL,NYCSM,07979650,IP,ARC,P,A
TRAVEL CONSULTANTS,LAXSM,05979271,IP,ARC,P,A
WORLDTRAVEL PARTNERS,NYCSM,07614806,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,NYCSM,07500684,IP,ARC,P,A
NATIONWIDE TRAVEL AGENCY,NYCSM,07615753,IP,ARC,P,A
MARITZ TVL,LAXSM,05974931,IP,ARC,P,A
ROSENBLUTH TVL AGCY,LAXSM,05973085,IP,ARC,P,A
TRAVEL SERVICE INTL,LAXSM,05977646,IP,ARC,P,A
ATLAS TRAVEL,LAXSM,06676176,IP,ARC,P,A
DE LARA TVL CONSULTANTS,LAXSM,05976552,IP,ARC,P,A
SHANGHAI GAOPENG AIR SERICE.,SHASM,08303116,IP,BSP,P,A
AMEXONE,LAXSM,06792413,IP,ARC,P,A
TRAVEL TIME,NYCSM,07638131,IP,ARC,P,A
CRYSTAL TRAVEL,LAXSM,06580840,IP,ARC,P,A
THOMAS COOK TRAVEL,NYCSM,07534844,IP,ARC,P,A
HEBRON TRAVEL,NYCSM,07523530,IP,ARC,P,A
AMERICAN TRAVEL,LAXSM,06977320,IP,ARC,P,A
WORLDTRAVEL PARTNERS,NYCSM,07890820,IP,ARC,P,A
CARLSON WAGONLITTVL,LAXSM,06523576,IP,ARC,P,A
AAA TRAVEL AGENCY,LAXSM,06593646,IP,ARC,P,A
BCD TRAVEL,LAXSM,05972816,IP,ARC,P,A
BCD TRAVEL,LAXSM,05973284,IP,ARC,P,A
IVI TRAVEL,LAXSM,05974942,IP,ARC,P,A
NAVIGANT INTL NORTHEAST,NYCSM,07583111,IP,ARC,P,A
PERICAS TRAVEL,NYCSM,07535220,IP,ARC,P,A
MOORMANS TRAVEL SERVICE,LAXSM,05978394,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,LAXSM,06531965,IP,ARC,P,A
LVL TRAVEL CALLAW CARLSBAD,LAXSM,05977834,IP,ARC,P,A
KOREAN AIR,LAXSM,06971720,IP,ARC,P,A
FOUR SEASONS COTTONWOOD,LAXSM,06843174,IP,ARC,P,A
NORTHWESTERN TVL MGMT,NYCSM,07505470,IP,ARC,P,A
TEPLIS TRAVEL SERVICE,LAXSM,06975511,IP,ARC,P,A
RODGERS TRAVEL,LAXSM,06972125,IP,ARC,P,A
MARSHALL ERDMAN & ASSOC,LAXSM,06979840,IP,ARC,P,A
ALL WORLD TRAVEL NEW BRITAN,NYCSM,07506660,IP,ARC,P,A
CLASSIC TRAVEL FRANK LIN,NYCSM,07541881,IP,ARC,P,A
ACADEMY TRAVEL AGENCY,NYCSM,07502154,IP,ARC,P,A
GALAXY TRAVEL SERVICE,NYCSM,07769134,IP,ARC,P,A
WORLDTRAVEL PARTNERS,NYCSM,08941494,IP,ARC,P,A
THE BRAND TVL AGCY,NYCSM,07571874,IP,ARC,P,A
TG WORLDWIDE INCENTIVES,LAXSM,06529935,IP,ARC,P,A
HOTELETICKET,LAXSM,05977414,IP,ARC,P,A
LIFECO TVL SVCS HP COS,LAXSM,06973691,IP,ARC,P,A
ROSENBLUTH INTL,LAXSM,06602411,IP,ARC,P,A
A WORLD OF TRAVEL,LAXSM,06812595,IP,ARC,P,A
PROFESSIONAL TRAVEL,NYCSM,07977281,IP,ARC,P,A
INTL TRS OLYMPIC TVL,LAXSM,06791492,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,LAXSM,06979582,IP,ARC,P,A
ROSENBLUTH INTERNATIONAL,NYCSM,07614622,IP,ARC,P,A
ROCKY MOUNTAIN TVL KING,LAXSM,06831591,IP,ARC,P,A
WORLDTRAVEL PARTNERS,NYCSM,07758332,IP,ARC,P,A
CUC TRAVEL,NYCSM,07968870,IP,ARC,P,A
GOLD KEY TVL,LAXSM,06673063,IP,ARC,P,A
FIRST CHOICE TRAVEL,LAXSM,06765054,IP,ARC,P,A
CAREW TRAVEL CONSULTANTS,NYCSM,07576122,IP,ARC,P,A
UNIGLOBE RED CARPET TVL,NYCSM,08931204,IP,ARC,P,A
VISTA TVL INTL,NYCSM,07565950,IP,ARC,P,A
FRANKIES TVL CTR,LAXSM,06534253,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,NYCSM,08963032,IP,ARC,P,A
WORLDTRAVEL PARTNERS,LAXSM,05977392,IP,ARC,P,A
AROUND THE GLOBE TRAVEL,LAXSM,06670823,IP,ARC,P,A
WINE TOURS OF THE WORLD,LAXSM,06818943,IP,ARC,P,A
METRO TRAVEL CORPORATION,LAXSM,06621436,IP,ARC,P,A
NEW DEPARTURES IN TVL,NYCSM,07780522,IP,ARC,P,A
TRIPS,LAXSM,06512004,IP,ARC,P,A
LIBERTY TRAVEL,NYCSM,07515325,IP,ARC,P,A
NAVIGANT INTL NORTHEAST,NYCSM,07976850,IP,ARC,P,A
A TVL AGCY TECH CTR,LAXSM,06744533,IP,ARC,P,A
AMF ALL ABOUT TRAVEL,LAXSM,05971280,IP,ARC,P,A
WORLDTRAVEL PARTNERS,NYCSM,07966851,IP,ARC,P,A
AMERICAN EXPRESS STAMFORD,NYCSM,07525755,IP,ARC,P,A
WORLDTRAVEL PARTNERS,NYCSM,07960105,IP,ARC,P,A
SAIC TORRANCE,LAXSM,05979820,IP,ARC,P,A
ROSENBLUTH TVL AGCY,LAXSM,05976832,IP,ARC,P,A
TRAVEL COUNSELORS,LAXSM,06887576,IP,ARC,P,A
EDGEWOOD TRAVEL,NYCSM,07512293,IP,ARC,P,A
PEREGRINE TRAVEL,NYCSM,08804515,IP,ARC,P,A
DIRECT TRAVEL,LAXSM,05976913,IP,ARC,P,A
BLAKE STREET TRAVEL COMPANDENVER,LAXSM,06520732,IP,ARC,P,A
FORESIGHT TVL SVC,LAXSM,05977661,IP,ARC,P,A
FIRST CLASS TRAVEL,LAXSM,06535690,IP,ARC,P,A
IVI TRAVEL,LAXSM,05979481,IP,ARC,P,A
BONNEVILLE TRAVEL,LAXSM,05973726,IP,ARC,P,A
DIRECT TRAVEL,LAXSM,05979536,IP,ARC,P,A
WORLDTEK TRAVEL,NYCSM,07580296,IP,ARC,P,A
ASK MR. FOSTER TRAVEL SER,LAXSM,06977891,IP,ARC,P,A
DIRECT TRAVEL,LAXSM,05977974,IP,ARC,P,A
CARLSON TRAVEL NETWORK,NYCSM,07977734,IP,ARC,P,A
CUSTOM TRAVEL,NYCSM,07501863,IP,ARC,P,A
THOMAS COOK TVL,LAXSM,05979610,IP,ARC,P,A
WORLD CLASS TRAVEL,NYCSM,07977675,IP,ARC,P,A
GREENWICH WRLD TVLER,NYCSM,07872815,IP,ARC,P,A
BTI AMERICAS,LAXSM,06973746,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,LAXSM,06648320,IP,ARC,P,A
QDAT,LAXSM,05972153,IP,ARC,P,A
AMERICAN EXPRESS TVL SVC,LAXSM,06530204,IP,ARC,P,A
ADELMAN TRAVEL GROUP,LAXSM,05971136,IP,ARC,P,A
WORLDTRAVEL BTI,LAXSM,06597791,IP,ARC,P,A
CWT THE TRAVEL CENTER,NYCSM,07656250,IP,ARC,P,A
TVL EXPRESSIONS,LAXSM,06979431,IP,ARC,P,A
ROSENBLUTH TRAVEL AGCY IN,NYCSM,08978465,IP,ARC,P,A
AMF TRAVEL SERVICE,LAXSM,05975804,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,NYCSM,07517031,IP,ARC,P,A
TRAVELCO,LAXSM,05977473,IP,ARC,P,A
ABSOLUTE TVL & ADV,LAXSM,06545862,IP,ARC,P,A
WAGONS LITS TVL USA,NYCSM,08765352,IP,ARC,P,A
GENESEE TRAVEL,LAXSM,06771225,IP,ARC,P,A
NORTHGLENN TVL AGENCY,LAXSM,06784982,IP,ARC,P,A
TONIS GEMINI TRAVEL SVC,LAXSM,06622696,IP,ARC,P,A
TRAVEL BY DANA,LAXSM,06901742,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,LAXSM,06635381,IP,ARC,P,A
TAYLOR TRAVEL,LAXSM,06870625,IP,ARC,P,A
AMERICAN EXPRESS TVL SVC,NYCSM,07550686,IP,ARC,P,A
BCD TRAVEL,LAXSM,06595061,IP,ARC,P,A
MUTUAL BENEFIT TVL ASSN,LAXSM,05973435,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL I,LAXSM,05978641,IP,ARC,P,A
ROSENBLUTH INTERNATIONAL,NYCSM,07535393,IP,ARC,P,A
LEISURE MARKETS,NYCSM,07628740,IP,ARC,P,A
SANDITZ TRAVEL,NYCSM,07850426,IP,ARC,P,A
CARLSON TRAVEL NETWORK,NYCSM,07975774,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,LAXSM,06508611,IP,ARC,P,A
AAA TRAVEL AGCY,LAXSM,06831716,IP,ARC,P,A
UNIGLOBE PRECISE TRAVEL,LAXSM,06506555,IP,ARC,P,A
LIFECO TVL SVC HP COLLINS,LAXSM,06973702,IP,ARC,P,A
LE BEACH CLUB,LAXSM,06584406,IP,ARC,P,A
AMERICAN EXPRESS TVL SVC,NYCSM,07508454,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,LAXSM,05977823,IP,ARC,P,A
WORLDWIDE TRAVEL SERVICES,NYCSM,07612975,IP,ARC,P,A
HISPANIC WORLD TOURS,LAXSM,06825464,IP,ARC,P,A
FOUR CORNERS OF THE WORLD,LAXSM,06532890,IP,ARC,P,A
ERICSON TRAVEL,NYCSM,07526330,IP,ARC,P,A
BUSINESS & LEISURE TRAVEL,LAXSM,06546083,IP,ARC,P,A
WORLDTRAVEL BTI,NYCSM,07583004,IP,ARC,P,A
BEST WORLD TVL,NYCSM,07562251,IP,ARC,P,A
FOUR FORTY TRAVEL LLC,LAXSM,06531313,IP,ARC,P,A
USTRAVEL JLC SAN,LAXSM,05976375,IP,ARC,P,A
THE TRAVEL CENTER,NYCSM,07650635,IP,ARC,P,A
EASY TRAVEL,NYCSM,07798280,IP,ARC,P,A
GARBERS TVL SERVICE,LAXSM,05975885,IP,ARC,P,A
ASHBY TRAVEL,NYCSM,07540562,IP,ARC,P,A
TOWER TRAVEL,NYCSM,07943224,IP,ARC,P,A
HERCULES TVL,NYCSM,08978653,IP,ARC,P,A
THOMAS COOK TRAVEL,LAXSM,05971884,IP,ARC,P,A
AL JUSANT TRAVEL,NYCSM,08711721,IP,ARC,P,A
TERI TRAVEL SERVICE,NYCSM,07871393,IP,ARC,P,A
LETS TRAVEL,LAXSM,06529246,IP,ARC,P,A
ABSOLUTE TRAVEL,LAXSM,06513415,IP,ARC,P,A
CHINA COMFORT WUXI TRAVEL SERVICE.,SHASM,08301812,IP,BSP,P,A
TVL HORIZONS,NYCSM,08684830,IP,ARC,P,A
TRAVEL PROS,LAXSM,05972396,IP,ARC,P,A
ROCKY MT TVL ASSOCS,LAXSM,06816946,IP,ARC,P,A
COLORADO SPRINGS TVL KING,LAXSM,06880812,IP,ARC,P,A
CARLSON TRAVEL NETWORK,NYCSM,07799234,IP,ARC,P,A
TZELL TRAVEL SACRAMENTO,LAXSM,05973693,IP,ARC,P,A
CRLSN TL NET AT IDAHO SPG,LAXSM,06591874,IP,ARC,P,A
CONNECTIONS TRAVEL,NYCSM,07681715,IP,ARC,P,A
AMERICAN EXPRESS TRAVEL,LAXSM,06621790,IP,ARC,P,A
KEN CARYL II TVL,LAXSM,06507760,IP,ARC,P,A
DUKE TRAVEL SERVICES,NYCSM,07630221,IP,ARC,P,A
TVL PLANNERS,LAXSM,06890586,IP,ARC,P,A
LOPES TVL AGCY,NYCSM,07743330,IP,ARC,P,A
CARLSON TRAVEL NETWORK,LAXSM,06626406,IP,ARC,P,A
WOOSTER STREET TRAVEL,NYCSM,07946094,IP,ARC,P,A
EARTHWATCH,LAXSM,06964204,IP,ARC,P,A
BTI AMERICAS,NYCSM,08967206,IP,ARC,P,A
TSNSM TKTG COUNTER,TSNSM,08391316,IP,NA,D,A
CENTURY TOURS,NYCSM,07591710,IP,ARC,P,A
CARRIE TRAVEL,NYCSM,07718244,IP,ARC,P,A
ROSENBLUTH TVL AGENCY,LAXSM,05973855,IP,ARC,P,A
UNIGLOBE EXECUTIVE TVL,LAXSM,06683154,IP,ARC,P,A
CHEAP SEATS DENVE,LAXSM,06527500,IP,ARC,P,A
CARLSON WAGONLIT TRAVEL,LAXSM,06968290,IP,ARC,P,A
ROSENBLUTH CDNUCLEAR,NYCSM,07962894,IP,ARC,P,A
ESCAPADE TRS COLORADO,LAXSM,06644654,IP,ARC,P,A
MCGREGOR TRAVEL,NYCSM,07966910,IP,ARC,P,A
RACE BROOK TRAVEL,NYCSM,07816900,IP,ARC,P,A
CHERRY HILL TVL AGCY,NYCSM,08970010,IP,ARC,P,A
WANDAS TRAVEL,NYCSM,07706576,IP,ARC,P,A
ARRINGTON TVL CTR,LAXSM,06970025,IP,ARC,P,A
JOHN LEONARD TVL BUR,NYCSM,07737144,IP,ARC,P,A
AMERICAN EXPRESS AIT TVL,LAXSM,05973446,IP,ARC,P,A
CLASSIC TRAVEL & TOURS,NYCSM,07616291,IP,ARC,P,A
FUGAZY INTL TVL AGCY,NYCSM,07681203,IP,ARC,P,A
TOP OF THE WORLD TRAVEL,LAXSM,06570944,IP,ARC,P,A
TRAVEL GALLERY,LAXSM,06888512,IP,ARC,P,A
HAPPY HOLIDAY TVL AGCY,NYCSM,07684180,IP,ARC,P,A
